"fname","lname","week","yr","actual","rating","home","pts_1y","rerec_1y","reyds_1y","retd_1y","pts_2y","rerec_2y","reyds_2y","retd_2y","pts_1wk","rerec_1wk","reyds_1wk","retd_1wk","pts_2wk","rerec_2wk","reyds_2wk","retd_2wk"
" Jesse"," James","13","2017","1","13","0","45","39","338","3","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","3","3","32","0","8","5","21","1"
" Jimmy"," Graham","13","2017","8","5","1","120","65","923","6","69","48","605","2","9","3","34","1","13","7","58","1"
" Julius"," Thomas","13","2017","8","20","1","49","30","281","4","70","46","455","5","5","5","52","0","3","4","30","0"
" Kyle"," Rudolph","13","2017","9","17","0","120","83","840","7","74","49","495","5","18","4","63","2","5","5","58","0"
" Marcedes"," Lewis","13","2017","6","23","1","20","20","169","1","17","16","226","0","1","1","10","0","8","2","26","1"
" Nick"," Boyle","13","2017","1","7","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","0","1","9","0","0","1","2","0"
" OJ"," Howard","13","2017","1","11","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","5","3","52","0","11","3","52","1"
" Rob"," Gronkowski","13","2017","14","15","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","176","72","1176","11","20","5","82","2","3","3","37","0"
" Travis"," Kelce","13","2017","21","25","0","133","85","1125","4","111","72","875","5","3","3","39","0","8","8","109","0"
" Tyler"," Kroft","13","2017","3","8","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","7","3","14","1","7","2","12","1"
" Virgil"," Green","13","2017","3","16","0","25","22","237","1","19","12","173","1","1","1","16","0","1","2","13","0"
" Zach"," Ertz","13","2017","2","6","0","98","78","816","4","90","75","853","2","16","10","103","1","0","2","8","0"
" Austin"," Hooper","14","2017","2","7","1","40","19","271","3","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","2","3","21","0","3","3","38","0"
" Cameron"," Brate","14","2017","1","6","1","106","57","660","8","41","23","288","3","15","2","39","2","0","1","6","0"
" Charles"," Clay","14","2017","1","23","1","73","57","552","4","65","51","528","3","2","3","20","0","6","4","60","0"
" Delanie"," Walker","14","2017","4","22","0","117","65","800","7","143","94","1088","6","12","5","63","1","12","4","63","1"
" Dion"," Sims","14","2017","3","18","0","45","26","256","4","13","18","127","1","0","1","5","0","0","1","-3","0"
" Dwayne"," Allen","14","2017","1","17","0","74","35","406","6","13","16","109","1","0","1","3","0","0","1","2","0"
" Eric"," Ebron","14","2017","8","18","0","78","61","711","1","76","47","537","5","3","4","38","0","3","4","34","0"
" Evan"," Engram","14","2017","5","14","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","15","7","99","1","1","3","18","0"
" Garrett"," Celek","14","2017","12","16","0","45","29","350","3","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","3","2","30","0","0","2","7","0"
" George"," Kittle","14","2017","1","16","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","2","2","20","0","1","1","14","0"
" Hunter"," Henry","14","2017","11","19","1","91","36","478","8","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","8","7","81","0","13","5","76","1"
" Jack"," Doyle","14","2017","6","17","0","80","59","584","5","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","1","3","16","0","9","7","94","0"
" Jared"," Cook","14","2017","13","17","0","37","30","377","1","42","39","481","0","0","1","9","0","0","1","2","0"
" Jason"," Witten","14","2017","8","24","0","78","69","673","3","81","77","713","3","6","1","8","1","4","7","44","0"
" Jermaine"," Gresham","14","2017","2","19","1","47","37","391","2","22","18","223","1","1","2","17","0","1","2","13","0"
" Jesse"," James","14","2017","9","2","1","45","39","338","3","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","1","1","13","0","3","3","32","0"
" Julius"," Thomas","14","2017","1","12","1","49","30","281","4","70","46","455","5","8","3","20","1","5","5","52","0"
" Kyle"," Rudolph","14","2017","10","10","0","120","83","840","7","74","49","495","5","9","4","36","1","18","4","63","2"
" OJ"," Howard","14","2017","10","6","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","1","1","17","0","5","3","52","0"
" Rhett"," Ellison","14","2017","8","14","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","16","11","124","1","0","1","5","0","0","1","9","0"
" Travis"," Kelce","14","2017","7","28","1","133","85","1125","4","111","72","875","5","21","4","94","2","3","3","39","0"
" Anthony"," Fasano","15","2017","1","15","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","36","26","289","2","1","1","17","0","2","1","29","0"
" Austin"," Hooper","15","2017","1","18","0","40","19","271","3","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","2","2","23","0","2","3","21","0"
" Austin"," Seferian-Jenkins","15","2017","1","7","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","0","1","1","0","0","2","7","0"
" Cameron"," Brate","15","2017","4","20","1","106","57","660","8","41","23","288","3","1","1","11","0","15","2","39","2"
" Charles"," Clay","15","2017","6","18","1","73","57","552","4","65","51","528","3","1","2","11","0","2","3","20","0"
" Delanie"," Walker","15","2017","8","27","0","117","65","800","7","143","94","1088","6","4","5","42","0","12","5","63","1"
" Dwayne"," Allen","15","2017","1","11","0","74","35","406","6","13","16","109","1","1","2","10","0","0","1","3","0"
" Eric"," Ebron","15","2017","9","9","1","78","61","711","1","76","47","537","5","8","10","94","0","3","4","38","0"
" Evan"," Engram","15","2017","9","4","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","5","4","54","0","15","7","99","1"
" Garrett"," Celek","15","2017","12","19","1","45","29","350","3","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","12","2","67","1","3","2","30","0"
" George"," Kittle","15","2017","5","19","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","1","2","10","0","2","2","20","0"
" Hunter"," Henry","15","2017","2","13","0","91","36","478","8","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","11","4","50","1","8","7","81","0"
" Jack"," Doyle","15","2017","4","16","1","80","59","584","5","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","6","2","4","1","1","3","16","0"
" Jared"," Cook","15","2017","1","16","1","37","30","377","1","42","39","481","0","13","5","75","1","0","1","9","0"
" Jason"," Witten","15","2017","4","27","0","78","69","673","3","81","77","713","3","8","1","20","1","6","1","8","1"
" Josh"," Hill","15","2017","2","24","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","21","16","120","2","1","2","14","0","-1","1","8","0"
" Julius"," Thomas","15","2017","1","15","0","49","30","281","4","70","46","455","5","1","2","11","0","8","3","20","1"
" Kyle"," Rudolph","15","2017","7","18","1","120","83","840","7","74","49","495","5","10","3","41","1","9","4","36","1"
" Levine"," Toilolo","15","2017","6","18","0","34","13","264","2","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","0","1","7","0","2","2","25","0"
" OJ"," Howard","15","2017","9","20","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","10","4","54","1","1","1","17","0"
" Travis"," Kelce","15","2017","4","5","1","133","85","1125","4","111","72","875","5","7","7","74","0","21","4","94","2"
" Trey"," Burton","15","2017","7","25","0","32","37","327","1","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","19","5","71","2","4","4","42","0"
" Austin"," Hooper","16","2017","1","7","0","40","19","271","3","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","1","2","12","0","2","2","23","0"
" Austin"," Seferian-Jenkins","16","2017","2","5","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","1","2","13","0","0","1","1","0"
" Cameron"," Brate","16","2017","1","8","0","106","57","660","8","41","23","288","3","4","4","49","0","1","1","11","0"
" Charles"," Clay","16","2017","3","12","0","73","57","552","4","65","51","528","3","6","5","68","0","1","2","11","0"
" Delanie"," Walker","16","2017","3","3","1","117","65","800","7","143","94","1088","6","8","5","37","1","4","5","42","0"
" Demetrius"," Harris","16","2017","3","22","1","18","17","123","1","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","0","1","7","0","2","1","25","0"
" Dion"," Sims","16","2017","2","27","1","45","26","256","4","13","18","127","1","0","1","9","0","3","2","32","0"
" Dwayne"," Allen","16","2017","2","15","1","74","35","406","6","13","16","109","1","1","1","10","0","1","2","10","0"
" Eric"," Ebron","16","2017","14","20","0","78","61","711","1","76","47","537","5","9","5","33","1","8","10","94","0"
" Evan"," Engram","16","2017","1","14","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","9","8","87","0","5","4","54","0"
" George"," Kittle","16","2017","10","1","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","5","4","52","0","1","2","10","0"
" Jack"," Doyle","16","2017","4","2","0","80","59","584","5","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","4","7","47","0","6","2","4","1"
" Jared"," Cook","16","2017","1","4","0","37","30","377","1","42","39","481","0","1","2","17","0","13","5","75","1"
" Jason"," Witten","16","2017","3","9","1","78","69","673","3","81","77","713","3","4","4","47","0","8","1","20","1"
" Josh"," Hill","16","2017","1","21","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","21","16","120","2","2","1","22","0","1","2","14","0"
" Lance"," Kendricks","16","2017","3","12","1","56","50","499","2","31","25","245","2","0","1","5","0","1","2","11","0"
" Travis"," Kelce","16","2017","10","22","1","133","85","1125","4","111","72","875","5","4","6","46","0","7","7","74","0"
" Vernon"," Davis","16","2017","10","16","1","64","44","583","2","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","0","2","18","0","8","2","26","1"
" Antonio"," Gates","17","2017","4","29","1","91","53","548","7","88","56","630","5","14","6","81","1","7","1","10","1"
" Austin"," Hooper","17","2017","3","9","1","40","19","271","3","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","1","3","18","0","1","2","12","0"
" Benjamin"," Watson","17","2017","6","18","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","109","74","825","6","4","5","40","0","13","4","74","1"
" Cameron"," Brate","17","2017","3","6","1","106","57","660","8","41","23","288","3","1","3","13","0","4","4","49","0"
" Charles"," Clay","17","2017","6","23","0","73","57","552","4","65","51","528","3","3","4","37","0","6","5","68","0"
" Demetrius"," Harris","17","2017","7","16","0","18","17","123","1","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","3","4","34","0","0","1","7","0"
" George"," Kittle","17","2017","10","3","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","10","3","42","1","5","4","52","0"
" Jack"," Doyle","17","2017","9","25","1","80","59","584","5","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","4","5","41","0","4","7","47","0"
" Jared"," Cook","17","2017","3","4","0","37","30","377","1","42","39","481","0","1","1","15","0","1","2","17","0"
" Jason"," Witten","17","2017","1","3","0","78","69","673","3","81","77","713","3","3","5","39","0","4","4","47","0"
" Jimmy"," Graham","17","2017","4","16","1","120","65","923","6","69","48","605","2","6","1","3","1","0","1","-1","0"
" Jonnu"," Smith","17","2017","1","1","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","1","1","13","0","0","1","5","0"
" Marcedes"," Lewis","17","2017","1","15","0","20","20","169","1","17","16","226","0","2","1","22","0","1","2","18","0"
" Nick"," Boyle","17","2017","2","18","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","0","3","9","0","0","1","9","0"
" Tyler"," Kroft","17","2017","17","2","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","0","1","3","0","0","2","1","0"
" Vernon"," Davis","17","2017","2","24","0","64","44","583","2","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","10","2","42","1","0","2","18","0"
" Zach"," Ertz","17","2017","2","13","1","98","78","816","4","90","75","853","2","8","9","81","0","11","6","56","1"
"Rob ","Gronkowski","1","2018","","8","1","152","69","1084","8","69","25","540","3","3","2","23","0","12","5","67","1"
"Travis","Kelce","1","2018","","11","0","143","83","1038","8","133","85","1125","4","3","2","23","0","10","4","47","1"
"Zach","Ertz","1","2018","","23","1","123","74","824","8","98","78","816","4","2","2","24","0","8","9","81","0"
"Greg","Olsen","1","2018","","19","1","23","17","191","1","121","80","1073","3","1","1","10","0","2","3","27","0"
"Evan","Engram","1","2018","","1","1","103","64","722","6","77","49.5","565","4.5","3","2","23","0","1","1","12","0"
